00:31:55	00:32:08	13.0
00:32:09	00:32:20	11.0
00:32:24	00:32:36	12.0
00:32:38	00:32:50	12.0
00:33:06	00:33:19	13.0
00:33:35	00:33:47	12.0
00:34:03	00:34:16	13.0
00:34:18	00:34:30	12.0
00:34:46	00:34:59	13.0
00:35:15	00:35:27	12.0
00:35:43	00:35:55	12.0
00:35:57	00:36:10	13.0
00:36:26	00:36:38	12.0
00:36:54	00:37:07	13.0
00:37:08	00:37:20	12.0
00:37:23	00:37:35	12.0
00:37:37	00:37:50	13.0
00:38:06	00:38:18	12.0
00:38:34	00:38:47	13.0
00:38:49	00:39:01	12.0
00:39:03	00:39:15	12.0
00:39:17	00:39:29	12.0
00:40:14	00:40:25	11.0
00:40:28	00:40:39	11.0
00:40:42	00:40:55	13.0
00:40:57	00:41:09	12.0
00:41:25	00:41:38	13.0
00:41:54	00:42:06	12.0
00:42:22	00:42:35	13.0
00:42:36	00:42:49	13.0
00:43:05	00:43:17	12.0
00:43:33	00:43:46	13.0
00:44:02	00:44:14	12.0
00:44:16	00:44:28	12.0
00:44:32	00:44:43	11.0
00:44:44	00:44:57	13.0
00:45:13	00:45:25	12.0
00:45:41	00:45:54	13.0
00:45:55	00:46:06	11.0
00:46:10	00:46:22	12.0
00:46:24	00:46:36	12.0
00:46:52	00:47:05	13.0
00:47:21	00:47:33	12.0
00:47:49	00:48:02	13.0
00:48:03	00:48:16	13.0
00:48:32	00:48:44	12.0
00:49:00	00:49:13	13.0
00:49:29	00:49:41	12.0
00:49:43	00:49:55	12.0
00:49:58	00:50:09	11.0
00:50:11	00:50:24	13.0
00:50:40	00:50:52	12.0
00:51:08	00:51:21	13.0
00:51:22	00:51:34	12.0
00:51:37	00:51:49	12.0
00:52:19	00:52:32	13.0
00:52:48	00:53:00	12.0
00:53:16	00:53:29	13.0
00:53:30	00:53:43	13.0
00:53:46	00:53:57	11.0
00:53:59	00:54:12	13.0
00:54:28	00:54:40	12.0
00:54:56	00:55:09	13.0
00:55:10	00:55:21	11.0
00:55:25	00:55:37	12.0
00:55:39	00:55:52	13.0
00:56:08	00:56:20	12.0
00:56:36	00:56:49	13.0
00:57:05	00:57:17	12.0
00:57:19	00:57:32	13.0
00:57:35	00:57:46	11.0
00:57:48	00:58:00	12.0
00:58:16	00:58:29	13.0
00:58:45	00:58:57	12.0
00:58:59	00:59:11	12.0
00:59:13	00:59:26	13.0
00:59:28	00:59:40	12.0
00:59:56	01:00:09	13.0
01:00:25	01:00:37	12.0
01:00:39	01:00:50	11.0
01:00:53	01:01:06	13.0
01:01:08	01:01:20	12.0
01:01:36	01:01:49	13.0
01:02:05	01:02:17	12.0
01:02:33	01:02:46	13.0
01:02:47	01:03:00	13.0
01:03:02	01:03:14	12.0
01:03:45	01:03:57	12.0
01:04:13	01:04:26	13.0
01:04:42	01:04:54	12.0
01:04:56	01:05:09	13.0
01:05:12	01:05:23	11.0
01:05:25	01:05:37	12.0
01:06:22	01:06:34	12.0
01:06:36	01:06:48	12.0
01:06:51	01:07:03	12.0
01:07:05	01:07:17	12.0
01:07:33	01:07:46	13.0
01:08:02	01:08:14	12.0
01:08:30	01:08:43	13.0
01:08:44	01:08:57	13.0
01:09:13	01:09:25	12.0
01:09:41	01:09:53	12.0
01:10:09	01:10:22	13.0
01:10:24	01:10:36	12.0
01:10:39	01:10:50	11.0
01:10:52	01:11:05	13.0
01:11:20	01:11:33	13.0
01:11:49	01:12:01	12.0
01:12:03	01:12:16	13.0
01:12:18	01:12:30	12.0
01:12:32	01:12:44	12.0
01:13:00	01:13:13	13.0
01:13:29	01:13:41	12.0
01:13:43	01:13:55	12.0
01:13:57	01:14:09	12.0
01:14:11	01:14:24	13.0
01:14:40	01:14:52	12.0
01:15:08	01:15:21	13.0
01:15:22	01:15:35	13.0
01:15:38	01:15:49	11.0
01:15:51	01:16:03	12.0
01:16:19	01:16:32	13.0
01:16:48	01:17:01	13.0
01:17:02	01:17:14	12.0
01:17:17	01:17:29	12.0
01:17:59	01:18:12	13.0
01:18:56	01:19:09	13.0
01:19:10	01:19:23	13.0
01:19:39	01:19:51	12.0
01:20:07	01:20:20	13.0
01:20:36	01:20:48	12.0
01:21:04	01:21:17	13.0
01:21:18	01:21:29	11.0
01:21:47	01:21:59	12.0
01:22:01	01:22:14	13.0
01:22:15	01:22:28	13.0
01:22:29	01:22:42	13.0
01:22:44	01:22:56	12.0
01:22:58	01:23:11	13.0
01:23:12	01:23:25	13.0
01:23:27	01:23:39	12.0
01:23:41	01:23:53	12.0
01:23:55	01:24:08	13.0
01:24:09	01:24:22	13.0
01:24:24	01:24:36	12.0
01:24:38	01:24:50	12.0
01:24:52	01:25:05	13.0
01:25:06	01:25:19	13.0
01:25:21	01:25:33	12.0
01:25:35	01:25:48	13.0
01:25:49	01:26:02	13.0
01:26:04	01:26:16	12.0
01:26:18	01:26:30	12.0
01:26:32	01:26:44	12.0
01:26:46	01:26:59	13.0
01:27:00	01:27:13	13.0
01:27:15	01:27:27	12.0
01:27:29	01:27:40	11.0
01:27:43	01:27:56	13.0
01:27:57	01:28:10	13.0
01:28:26	01:28:38	12.0
01:28:54	01:29:07	13.0
01:29:23	01:29:36	13.0
01:29:37	01:29:50	13.0
01:29:53	01:30:04	11.0
01:30:06	01:30:19	13.0
01:30:35	01:30:47	12.0
01:31:03	01:31:16	13.0
01:31:17	01:31:30	13.0
01:31:33	01:31:44	11.0
01:31:46	01:31:59	13.0
01:32:15	01:32:27	12.0
01:32:43	01:32:56	13.0
01:33:13	01:33:24	11.0
01:33:26	01:33:39	13.0
01:34:23	01:34:36	13.0
01:34:37	01:34:49	12.0
01:35:06	01:35:18	12.0
01:35:34	01:35:47	13.0
01:36:03	01:36:15	12.0
01:36:31	01:36:44	13.0
01:36:46	01:36:58	12.0
01:37:01	01:37:12	11.0
01:37:14	01:37:26	12.0
01:37:42	01:37:55	13.0
01:38:11	01:38:24	13.0
01:38:25	01:38:38	13.0
01:38:41	01:38:52	11.0
01:38:54	01:39:07	13.0
01:39:23	01:39:35	12.0
01:39:51	01:40:03	12.0
01:40:06	01:40:17	11.0
01:40:20	01:40:32	12.0
01:40:34	01:40:46	12.0
01:41:02	01:41:15	13.0
01:41:31	01:41:44	13.0
01:42:00	01:42:12	12.0
01:42:14	01:42:26	12.0
01:42:30	01:42:41	11.0
01:42:42	01:42:55	13.0
01:43:11	01:43:24	13.0
01:43:39	01:43:52	13.0
01:43:54	01:44:06	12.0
01:44:22	01:44:35	13.0
01:44:51	01:45:03	12.0
01:45:19	01:45:32	13.0
01:45:33	01:45:46	13.0
01:45:49	01:46:00	11.0
01:46:02	01:46:14	12.0
01:46:30	01:46:43	13.0
01:46:59	01:47:11	12.0
01:47:13	01:47:26	13.0
01:47:28	01:47:40	12.0
01:47:42	01:47:54	12.0
01:48:10	01:48:23	13.0
01:48:39	01:48:51	12.0
01:49:07	01:49:20	13.0
01:49:22	01:49:34	12.0
01:49:50	01:50:03	13.0
01:50:19	01:50:31	12.0
01:50:47	01:51:00	13.0
01:51:02	01:51:14	12.0
01:51:17	01:51:28	11.0
01:51:30	01:51:43	13.0
01:51:59	01:52:11	12.0
01:52:27	01:52:40	13.0
01:52:56	01:53:09	13.0
01:53:10	01:53:23	13.0
01:53:39	01:53:52	13.0
01:54:08	01:54:20	12.0
01:54:36	01:54:48	12.0
01:54:50	01:55:03	13.0
01:55:06	01:55:17	11.0
01:55:19	01:55:31	12.0
01:55:47	01:55:59	12.0
01:56:15	01:56:28	13.0
01:56:30	01:56:41	11.0
01:56:44	01:56:56	12.0
01:56:58	01:57:11	13.0
01:57:27	01:57:39	12.0
01:57:55	01:58:08	13.0
01:58:09	01:58:20	11.0
01:58:24	01:58:36	12.0
01:58:38	01:58:51	13.0
01:59:07	01:59:19	12.0
01:59:35	01:59:48	13.0
02:00:04	02:00:16	12.0
02:00:18	02:00:30	12.0
02:00:34	02:00:45	11.0
02:00:46	02:00:59	13.0
02:01:15	02:01:27	12.0
02:01:29	02:01:40	11.0
02:01:44	02:01:56	12.0
02:01:58	02:02:10	12.0
02:02:14	02:02:25	11.0
02:02:26	02:02:39	13.0
02:02:55	02:03:07	12.0
02:03:23	02:03:36	13.0
02:03:38	02:03:50	12.0
02:03:52	02:04:04	12.0
02:04:06	02:04:18	12.0
02:04:34	02:04:47	13.0
02:05:03	02:05:15	12.0
02:05:17	02:05:28	11.0
02:05:31	02:05:44	13.0
02:05:46	02:05:58	12.0
02:06:14	02:06:27	13.0
02:06:43	02:06:55	12.0
02:06:57	02:07:10	13.0
02:07:12	02:07:24	12.0
02:07:27	02:07:38	11.0
02:07:54	02:08:07	13.0
02:08:23	02:08:35	12.0
02:08:51	02:09:03	12.0
02:09:05	02:09:18	13.0
02:09:21	02:09:32	11.0
02:09:34	02:09:46	12.0
02:10:02	02:10:15	13.0
02:10:31	02:10:43	12.0
02:10:45	02:10:56	11.0
02:10:59	02:11:12	13.0
02:11:13	02:11:26	13.0
02:11:42	02:11:54	12.0
02:12:10	02:12:23	13.0
02:12:39	02:12:51	12.0
02:12:53	02:13:06	13.0
02:13:09	02:13:20	11.0
02:13:22	02:13:34	12.0
02:13:51	02:14:03	12.0
02:14:19	02:14:32	13.0
02:14:33	02:14:45	12.0
02:14:48	02:15:00	12.0
02:15:30	02:15:43	13.0
02:15:59	02:16:11	12.0
02:16:27	02:16:40	13.0
02:16:42	02:16:54	12.0
02:17:10	02:17:23	13.0
02:17:38	02:17:51	13.0
02:18:07	02:18:20	13.0
02:18:21	02:18:34	13.0
02:18:37	02:18:48	11.0
02:18:50	02:19:03	13.0
02:19:19	02:19:31	12.0
02:19:47	02:20:00	13.0
02:20:01	02:20:12	11.0
02:20:15	02:20:28	13.0
02:20:30	02:20:42	12.0
02:20:58	02:21:11	13.0
02:21:26	02:21:39	13.0
02:21:55	02:22:07	12.0
02:22:09	02:22:22	13.0
02:23:06	02:23:19	13.0
02:23:35	02:23:48	13.0
02:23:49	02:24:01	12.0
02:24:18	02:24:30	12.0
02:24:46	02:24:59	13.0
02:25:15	02:25:27	12.0
02:25:43	02:25:56	13.0
02:25:57	02:26:10	13.0
02:26:26	02:26:38	12.0
02:26:54	02:27:07	13.0
02:27:23	02:27:36	13.0
02:27:37	02:27:50	13.0
02:28:06	02:28:18	12.0
02:28:34	02:28:47	13.0
02:28:49	02:29:00	11.0
02:29:03	02:29:16	13.0
02:29:17	02:29:30	13.0
02:30:00	02:30:11	11.0
02:30:15	02:30:27	12.0
02:30:29	02:30:41	12.0
02:30:45	02:30:56	11.0
02:30:57	02:31:10	13.0
02:31:26	02:31:39	13.0
02:31:54	02:32:07	13.0
02:32:09	02:32:21	12.0
02:32:23	02:32:35	12.0
02:32:37	02:32:50	13.0
02:33:06	02:33:18	12.0
02:33:34	02:33:46	12.0
02:33:48	02:33:59	11.0
02:34:03	02:34:15	12.0
02:34:17	02:34:29	12.0
02:34:33	02:34:44	11.0
02:34:45	02:34:58	13.0
02:35:14	02:35:27	13.0
02:35:43	02:35:55	12.0
02:35:57	02:36:09	12.0
02:36:12	02:36:23	11.0
02:36:25	02:36:38	13.0
02:37:22	02:37:34	12.0
02:37:50	02:38:03	13.0
02:38:05	02:38:17	12.0
02:38:33	02:38:46	13.0
02:39:02	02:39:14	12.0
02:39:16	02:39:28	12.0
02:39:31	02:39:43	12.0
02:39:45	02:39:57	12.0
02:40:13	02:40:26	13.0
02:40:42	02:40:54	12.0
02:41:10	02:41:23	13.0
02:41:25	02:41:37	12.0
02:41:53	02:42:06	13.0
02:42:22	02:42:34	12.0
02:42:50	02:43:02	12.0
02:43:04	02:43:17	13.0
02:43:20	02:43:31	11.0
02:43:33	02:43:45	12.0
02:44:01	02:44:14	13.0
02:44:30	02:44:42	12.0
02:44:45	02:44:57	12.0
02:45:00	02:45:11	11.0
02:45:13	02:45:25	12.0
02:45:41	02:45:53	12.0
02:46:10	02:46:22	12.0
02:46:38	02:46:51	13.0
02:46:52	02:47:05	13.0
02:47:21	02:47:34	13.0
02:47:50	02:48:02	12.0
02:48:18	02:48:30	12.0
02:48:32	02:48:44	12.0
02:48:47	02:48:59	12.0
02:49:01	02:49:13	12.0
02:49:29	02:49:42	13.0
02:49:57	02:50:10	13.0
02:50:26	02:50:39	13.0
02:50:40	02:50:53	13.0
02:50:56	02:51:07	11.0
02:51:09	02:51:21	12.0
02:51:37	02:51:50	13.0
02:52:06	02:52:18	12.0
02:52:20	02:52:31	11.0
02:52:35	02:52:47	12.0
02:52:48	02:53:01	13.0
02:53:17	02:53:29	12.0
02:53:46	02:53:58	12.0
02:54:00	02:54:11	11.0
02:54:14	02:54:27	13.0
02:54:28	02:54:41	13.0
02:54:57	02:55:09	12.0
02:55:25	02:55:38	13.0
02:55:54	02:56:06	12.0
02:56:08	02:56:20	12.0
02:56:22	02:56:35	13.0
02:56:37	02:56:49	12.0
02:57:05	02:57:18	13.0
02:57:34	02:57:46	12.0
02:58:02	02:58:15	13.0
02:58:17	02:58:29	12.0
02:58:32	02:58:43	11.0
02:58:45	02:58:58	13.0
02:59:14	02:59:26	12.0
02:59:42	02:59:55	13.0
02:59:56	03:00:08	12.0
03:00:25	03:00:37	12.0
03:00:53	03:01:06	13.0
03:01:50	03:02:03	13.0
03:02:04	03:02:17	13.0
03:02:20	03:02:31	11.0
03:03:01	03:03:14	13.0
03:03:30	03:03:42	12.0
03:03:44	03:03:55	11.0
03:03:59	03:04:11	12.0
03:04:12	03:04:25	13.0
03:04:41	03:04:53	12.0
03:05:09	03:05:22	13.0
03:05:38	03:05:50	12.0
03:05:52	03:06:04	12.0
03:06:07	03:06:18	11.0
03:06:20	03:06:33	13.0
03:06:49	03:07:01	12.0
03:07:17	03:07:30	13.0
03:07:32	03:07:43	11.0
03:07:46	03:07:58	12.0
03:08:00	03:08:13	13.0
03:08:29	03:08:41	12.0
03:08:57	03:09:09	12.0
03:09:11	03:09:24	13.0
03:09:40	03:09:52	12.0
03:10:08	03:10:21	13.0
03:10:37	03:10:49	12.0
03:10:51	03:11:04	13.0
03:11:07	03:11:18	11.0
03:11:20	03:11:32	12.0
03:11:48	03:12:01	13.0
03:12:17	03:12:30	13.0
03:12:31	03:12:44	13.0
03:13:00	03:13:13	13.0
03:13:29	03:13:41	12.0
03:13:57	03:14:10	13.0
03:14:27	03:14:38	11.0
03:14:40	03:14:53	13.0
03:15:09	03:15:21	12.0
03:15:23	03:15:35	12.0
03:15:37	03:15:50	13.0
03:15:51	03:16:04	13.0
03:16:06	03:16:18	12.0
03:16:20	03:16:33	13.0
03:16:34	03:16:47	13.0
03:16:49	03:17:01	12.0
03:17:03	03:17:15	12.0
03:17:17	03:17:30	13.0
03:17:31	03:17:44	13.0
03:17:46	03:17:57	11.0
03:18:00	03:18:12	12.0
03:18:14	03:18:27	13.0
03:18:43	03:18:55	12.0
03:19:11	03:19:24	13.0
03:19:40	03:19:52	12.0
03:19:54	03:20:06	12.0
03:20:09	03:20:20	11.0
03:20:22	03:20:35	13.0
03:20:51	03:21:03	12.0
03:21:19	03:21:32	13.0
03:21:33	03:21:44	11.0
03:21:48	03:22:00	12.0
03:22:02	03:22:15	13.0
03:22:18	03:22:29	11.0
03:22:59	03:23:11	12.0
03:23:27	03:23:40	13.0
03:23:41	03:23:53	12.0
03:23:57	03:24:08	11.0
03:24:10	03:24:22	12.0
03:24:38	03:24:51	13.0
03:25:07	03:25:19	12.0
03:25:35	03:25:48	13.0
03:25:49	03:26:02	13.0
03:26:05	03:26:16	11.0
03:26:18	03:26:30	12.0
03:26:46	03:26:59	13.0
03:27:15	03:27:27	12.0
03:27:29	03:27:41	12.0
03:27:44	03:27:56	12.0
03:27:58	03:28:10	12.0
03:28:26	03:28:38	12.0
03:28:54	03:29:07	13.0
03:29:23	03:29:35	12.0
03:29:37	03:29:50	13.0
03:29:53	03:30:04	11.0
03:30:06	03:30:18	12.0
03:30:34	03:30:47	13.0
03:31:03	03:31:15	12.0
03:31:17	03:31:29	12.0
03:31:32	03:31:44	12.0
03:31:45	03:31:58	13.0
03:32:14	03:32:26	12.0
03:32:42	03:32:55	13.0
03:33:11	03:33:23	12.0
03:33:25	03:33:37	12.0
03:33:40	03:33:51	11.0
03:33:53	03:34:06	13.0
03:34:22	03:34:34	12.0
03:34:50	03:35:03	13.0
03:35:04	03:35:16	12.0
03:35:19	03:35:31	12.0
03:35:33	03:35:46	13.0
03:35:49	03:36:00	11.0
03:36:02	03:36:14	12.0
03:36:30	03:36:43	13.0
03:36:59	03:37:11	12.0
03:37:13	03:37:25	12.0
03:37:28	03:37:40	12.0
03:37:41	03:37:54	13.0
03:38:10	03:38:22	12.0
03:38:38	03:38:51	13.0
03:38:53	03:39:05	12.0
03:39:08	03:39:19	11.0
03:39:21	03:39:34	13.0
03:39:50	03:40:02	12.0
03:40:18	03:40:31	13.0
03:40:46	03:40:59	13.0
03:41:01	03:41:13	12.0
03:41:29	03:41:42	13.0
03:41:57	03:42:10	13.0
03:42:26	03:42:38	12.0
03:42:40	03:42:52	12.0
03:43:09	03:43:21	12.0
03:43:37	03:43:49	12.0
03:44:05	03:44:18	13.0
03:44:34	03:44:47	13.0
03:44:48	03:45:01	13.0
03:45:17	03:45:30	13.0
03:45:46	03:45:58	12.0
03:46:14	03:46:27	13.0
03:46:28	03:46:41	13.0
03:46:57	03:47:10	13.0
03:47:25	03:47:38	13.0
03:48:08	03:48:21	13.0
03:48:24	03:48:35	11.0
03:48:37	03:48:49	12.0
03:49:05	03:49:18	13.0
03:49:34	03:49:46	12.0
03:49:48	03:50:00	12.0
03:50:02	03:50:15	13.0
03:50:16	03:50:29	13.0
03:50:45	03:50:58	13.0
03:50:59	03:51:10	11.0
03:51:14	03:51:26	12.0
03:51:44	03:51:55	11.0
03:51:56	03:52:09	13.0
03:52:25	03:52:37	12.0
03:52:53	03:53:06	13.0
03:53:08	03:53:20	12.0
03:53:22	03:53:34	12.0
03:53:36	03:53:49	13.0
03:54:04	03:54:17	13.0
03:54:33	03:54:45	12.0
03:55:01	03:55:14	13.0
03:55:16	03:55:28	12.0
03:55:44	03:55:56	12.0
03:56:12	03:56:25	13.0
03:56:41	03:56:53	12.0
03:56:55	03:57:08	13.0
03:57:10	03:57:22	12.0
03:57:24	03:57:36	12.0
03:57:52	03:58:05	13.0
03:58:21	03:58:33	12.0
03:58:49	03:59:02	13.0
03:59:03	03:59:16	13.0
03:59:19	03:59:30	11.0
03:59:32	03:59:45	13.0
04:00:00	04:00:13	13.0
04:00:29	04:00:41	12.0
04:00:43	04:00:54	11.0
04:00:57	04:01:10	13.0
04:01:11	04:01:24	13.0
04:01:40	04:01:53	13.0
04:02:08	04:02:21	13.0
04:02:37	04:02:49	12.0
04:02:52	04:03:03	11.0
04:03:06	04:03:18	12.0
04:03:19	04:03:32	13.0
04:03:48	04:04:00	12.0
04:04:16	04:04:29	13.0
04:04:45	04:04:58	13.0
04:04:59	04:05:12	13.0
04:05:28	04:05:40	12.0
04:06:25	04:06:37	12.0
04:06:39	04:06:52	13.0
04:06:54	04:07:06	12.0
04:07:08	04:07:20	12.0
04:07:36	04:07:48	12.0
04:07:50	04:08:03	13.0
04:08:04	04:08:17	13.0
04:08:19	04:08:31	12.0
04:08:33	04:08:45	12.0
04:08:47	04:09:00	13.0
04:09:01	04:09:14	13.0
04:09:15	04:09:28	13.0
04:09:30	04:09:42	12.0
04:09:44	04:09:56	12.0
04:09:58	04:10:11	13.0
04:10:12	04:10:25	13.0
04:10:27	04:10:39	12.0
04:10:41	04:10:54	13.0
04:10:55	04:11:08	13.0
04:11:10	04:11:22	12.0
04:11:24	04:11:36	12.0
04:11:38	04:11:51	13.0
04:11:52	04:12:05	13.0
04:12:06	04:12:19	13.0
04:12:21	04:12:33	12.0
04:12:35	04:12:48	13.0
04:12:49	04:13:02	13.0
04:13:04	04:13:16	12.0
04:13:18	04:13:30	12.0
04:13:32	04:13:45	13.0
04:13:46	04:13:59	13.0
04:14:01	04:14:13	12.0
04:14:15	04:14:28	13.0
04:14:29	04:14:42	13.0
04:14:58	04:15:11	13.0
04:15:27	04:15:39	12.0
04:15:41	04:15:53	12.0
04:16:09	04:16:22	13.0
04:16:38	04:16:50	12.0
04:16:52	04:17:05	13.0
04:17:07	04:17:19	12.0
04:17:20	04:17:33	13.0
04:17:49	04:18:01	12.0
04:18:17	04:18:30	13.0
04:18:46	04:18:58	12.0
04:19:00	04:19:13	13.0
04:19:29	04:19:41	12.0
04:19:57	04:20:10	13.0
04:20:26	04:20:38	12.0
04:20:40	04:20:53	13.0
04:20:56	04:21:07	11.0
04:21:09	04:21:21	12.0
04:21:37	04:21:50	13.0
04:22:06	04:22:18	12.0
04:22:20	04:22:33	13.0
04:22:36	04:22:47	11.0
04:22:49	04:23:01	12.0
04:23:17	04:23:29	12.0
04:23:45	04:23:58	13.0
04:24:14	04:24:26	12.0
04:24:28	04:24:40	12.0
04:24:42	04:24:55	13.0
04:24:56	04:25:09	13.0
04:25:11	04:25:23	12.0
04:25:25	04:25:38	13.0
04:25:39	04:25:52	13.0
04:25:54	04:26:06	12.0
04:26:08	04:26:20	12.0
04:26:22	04:26:35	13.0
04:26:36	04:26:49	13.0
04:26:51	04:27:03	12.0
04:27:05	04:27:17	12.0
04:27:19	04:27:32	13.0
04:27:33	04:27:46	13.0
04:27:48	04:28:00	12.0
04:28:02	04:28:15	13.0
04:28:16	04:28:29	13.0
04:28:31	04:28:43	12.0
04:28:45	04:28:57	12.0
04:28:59	04:29:12	13.0
04:29:13	04:29:26	13.0
04:29:42	04:29:54	12.0
04:30:10	04:30:23	13.0
04:30:24	04:30:35	11.0
04:30:39	04:30:51	12.0
04:30:53	04:31:06	13.0
04:31:22	04:31:34	12.0
04:31:50	04:32:03	13.0
04:32:19	04:32:31	12.0
04:32:33	04:32:46	13.0
04:32:49	04:33:00	11.0
04:33:02	04:33:14	12.0
04:33:30	04:33:43	13.0
04:33:44	04:33:56	12.0
04:33:59	04:34:11	12.0
04:34:13	04:34:25	12.0
04:34:41	04:34:54	13.0
04:35:10	04:35:23	13.0
04:35:24	04:35:37	13.0
04:35:39	04:35:51	12.0
04:35:53	04:36:05	12.0
04:36:21	04:36:34	13.0
04:36:50	04:37:02	12.0
04:37:18	04:37:31	13.0
04:37:48	04:38:00	12.0
04:38:01	04:38:14	13.0
04:38:30	04:38:42	12.0
04:38:58	04:39:11	13.0
04:39:12	04:39:23	11.0
04:39:27	04:39:39	12.0
04:39:41	04:39:53	12.0
04:39:57	04:40:08	11.0
04:40:09	04:40:22	13.0
04:40:38	04:40:51	13.0
04:41:21	04:41:33	12.0
04:41:36	04:41:48	12.0
04:41:49	04:42:02	13.0
04:42:18	04:42:30	12.0
04:42:46	04:42:59	13.0
04:43:00	04:43:13	13.0
04:43:16	04:43:27	11.0
04:43:29	04:43:41	12.0
04:43:57	04:44:10	13.0
04:44:26	04:44:38	12.0
04:44:40	04:44:53	13.0
04:44:56	04:45:07	11.0
04:45:08	04:45:21	13.0
04:45:37	04:45:49	12.0
04:46:05	04:46:18	13.0
04:46:19	04:46:31	12.0
04:46:34	04:46:46	12.0
04:46:48	04:47:01	13.0
04:47:17	04:47:29	12.0
04:47:45	04:47:58	13.0
04:48:00	04:48:11	11.0
04:48:14	04:48:26	12.0
04:48:28	04:48:40	12.0
04:48:56	04:49:09	13.0
04:49:25	04:49:38	13.0
04:50:08	04:50:21	13.0
04:50:37	04:50:49	12.0
04:51:05	04:51:18	13.0
04:51:34	04:51:46	12.0
04:51:48	04:52:00	12.0
04:52:04	04:52:15	11.0
04:52:16	04:52:29	13.0
04:52:45	04:52:57	12.0
04:52:59	04:53:11	12.0
04:53:13	04:53:26	13.0
04:53:28	04:53:40	12.0
04:53:56	04:54:09	13.0
04:54:25	04:54:38	13.0
04:54:54	04:55:06	12.0
04:55:08	04:55:21	13.0
04:55:24	04:55:35	11.0
04:55:36	04:55:49	13.0
04:56:05	04:56:17	12.0
04:56:33	04:56:46	13.0
04:56:48	04:57:00	12.0
04:57:03	04:57:15	12.0
04:57:16	04:57:29	13.0
04:57:45	04:57:57	12.0
04:58:13	04:58:26	13.0
04:58:27	04:58:39	12.0
04:58:42	04:58:54	12.0
04:58:56	04:59:09	13.0
04:59:25	04:59:37	12.0
04:59:53	05:00:06	13.0
05:00:22	05:00:34	12.0
05:00:36	05:00:48	12.0
05:01:04	05:01:17	13.0
05:01:33	05:01:45	12.0
05:01:47	05:01:58	11.0
05:02:01	05:02:14	13.0
05:02:15	05:02:28	13.0
05:02:44	05:02:57	13.0
05:03:13	05:03:25	12.0
05:03:41	05:03:54	13.0
05:03:56	05:04:08	12.0
05:04:11	05:04:22	11.0
05:04:24	05:04:36	12.0
05:04:53	05:05:05	12.0
05:05:21	05:05:34	13.0
05:05:35	05:05:46	11.0
05:05:50	05:06:02	12.0
05:06:04	05:06:16	12.0
05:06:32	05:06:45	13.0
05:07:01	05:07:13	12.0
05:07:29	05:07:42	13.0
05:07:44	05:07:56	12.0
05:08:12	05:08:24	12.0
05:08:40	05:08:53	13.0
05:09:09	05:09:21	12.0
05:09:23	05:09:35	12.0
05:09:37	05:09:50	13.0
05:09:51	05:10:04	13.0
05:10:20	05:10:32	12.0
05:10:48	05:11:01	13.0
05:11:17	05:11:29	12.0
05:11:31	05:11:44	13.0
05:11:47	05:11:58	11.0
05:12:00	05:12:12	12.0
05:12:28	05:12:41	13.0
05:12:42	05:12:54	12.0
05:12:57	05:13:09	12.0
05:13:11	05:13:24	13.0
05:13:40	05:13:52	12.0
05:14:08	05:14:21	13.0
05:14:22	05:14:34	12.0
